title,international_box_office,domestic_box_office,worldwide_box_office,production_budget,normalized_title,Movie_ID
hovory s tgm,119127,,119127,,hovory s tgm,1948
high voltage,,,,,high voltage,1949
una gita a roma,37287,,37287,,una gita a roma,1950
hello guru prema kosame,6243,,6243,,hello guru prema kosame,1951
funny girl,819871,,819871,,funny girl,1952
an evening with beverly luff linn,15885,,15885,,an evening with beverly luff linn,1953
elliot the littlest reindeer,1391586,,1391586,,elliot the littlest reindeer,1954
elliot the littlest reindeer,1391586,,1391586,,elliot the littlest reindeer,30858
fail state,,,,,fail state,1955
donbass,68031,,68031,,donbass,1956
destierros,3926,,3926,,destierros,1957
departure along the sea,35259,,35259,,departure along the sea,1958
desenterrando sad hill,32762,,32762,,desenterrando sad hill,1959
change in the air,,,,,change in the air,1960
la casa del eco,1632,,1632,,la casa del eco,1961
can you ever forgive me,3713514,8803865,12517379,10000000,can you ever forgive me,1962
caniba,,,,,caniba,1963
brewmaster,,,,,brewmaster,1964
barbacana la huella del lobo,46389,,46389,,barbacana la huella del lobo,1965
brampton s own,,,,,brampton s own,1966
otra madre,890,,890,,otra madre,1967
big kill,1469,,1469,,big kill,1968
only the brave,6215126,18340051,24555177,38000000,only the brave,1969
cafarna m,63573085,1660708,65233793,4000000,cafarna m,1970
open fire,346515,,346515,,open fire,1971
no ordinary sheila,259821,,259821,,no ordinary sheila,1972
nightworld,,,,,nightworld,1973
les nouvelles aventures de cendrillon,6466643,,6466643,,les nouvelles aventures de cendrillon,1974
never here,,,,,never here,1975
necronomic n,7617,,7617,,necronomic n,1976
ni ruo an hao,1706807,,1706807,,ni ruo an hao,1977
mersal,2168812,,2168812,,mersal,1978
mix,15224207,,15224207,,mix,1979
liu nian liu tian,1785824,,1785824,,liu nian liu tian,1980
knock,5180023,,5180023,,knock,1981
kong bu dian ying yuan 2,386634,,386634,,kong bu dian ying yuan 2,1982
the killing of a sacred deer,3824019,2291900,6115919,,the killing of a sacred deer,1983
let her out,,,,,let her out,1984
jung il woo my friend,68548,,68548,,jung il woo my friend,1985
lk p c k,339792,,339792,,lk p c k,1986
jane,232704,1723379,1956083,,jane,1987
keng die you xi,263745,,263745,,keng die you xi,1988
i am not a witch,109616,50868,160484,,i am not a witch,1989
hu yang de xia tian,686594,,686594,,hu yang de xia tian,1990
handia,897136,,897136,,handia,1991
heal,,12668,,,heal,1992
last testimony,5167,,5167,,last testimony,1993
la larga noche de francisco sanctis,22537,,22537,,la larga noche de francisco sanctis,1994
lazy eye,,,,,lazy eye,1995
kono sekai no katasumi ni,19794935,,19794935,3750000,kono sekai no katasumi ni,1996
lahore se aagey,20853,,20853,,lahore se aagey,1997
khoroshiy malchik,1237292,,1237292,,khoroshiy malchik,1998
imt smile and l nica made in slovakia,36253,,36253,,imt smile and l nica made in slovakia,1999
iron moon,,,,,iron moon,2000
i am not madame bovary,70403856,436798,70840654,,i am not madame bovary,2001
the history of love,476624,,476624,20000000,the history of love,2002
jian fa ren sheng,40032,,40032,,jian fa ren sheng,2003
guido models,1660,,1660,,guido models,2004
hija nica,2949,,2949,,hija nica,2005
hacienda classical the classical rave,1338,,1338,,hacienda classical the classical rave,2006
the legend of ben hall,89570,,89570,,the legend of ben hall,2007
las furias,102417,,102417,,las furias,2008
the fianc,,23986,,,the fianc,2009
ella,9678,,9678,,ella,2010
duo lu er tao,345604,,345604,,duo lu er tao,2011
dum laga ke haisha,3064,,3064,,dum laga ke haisha,2012
egon schiele tod und m dchen,564954,,564954,,egon schiele tod und m dchen,2013
dreamland,,,,,dreamland,2014
bao bei er,3576269,,3576269,,bao bei er,2015
argentina animada,784,,784,,argentina animada,2016
don t look down,,,,,don t look down,2017
animales sin collar,79645,,79645,,animales sin collar,2018
all inclusive,6559825,,6559825,,all inclusive,2019
badhaai ho,618588,,618588,,badhaai ho,2020
the advocates,,10402,,,the advocates,2021
aate di chidi,71912,,71912,,aate di chidi,2022
superbobrovy narodnye mstiteli,2879785,,2879785,,superbobrovy narodnye mstiteli,2023
small group,,,,,small group,2024
si yo fuera t,1009826,,1009826,,si yo fuera t,2025
wildlife,2703923,1050616,3754539,,wildlife,2026
vechnaya zhizn aleksandra khristoforova,327103,,327103,,vechnaya zhizn aleksandra khristoforova,2027
baebanui jangmi,297297,,297297,,baebanui jangmi,2028
let s go,161474,,161474,,let s go,2029
horn from the heart the paul butterfield story,,58597,,,horn from the heart the paul butterfield story,2030
wine calling,648,,648,,wine calling,2031
nessuno come noi,512051,,512051,,nessuno come noi,2032
ga agua,48468,,48468,,ga agua,2033
halloween,96050074,159366015,255416089,10000000,halloween,2034
mult v kino vypusk no 82,107037,,107037,,mult v kino vypusk no 82,2035
the toxic avenger the musical,6593,,6593,,the toxic avenger the musical,2036
yol arkada m 2,5252195,,5252195,,yol arkada m 2,2037
le flic de belleville,8126380,,8126380,16500000,le flic de belleville,2038
zwaar verliefd,2344288,,2344288,,zwaar verliefd,2039
voyez comme on danse,3191370,,3191370,,voyez comme on danse,2040
ferrari 312b where the revolution begins,28198,,28198,,ferrari 312b where the revolution begins,2041
golmaal again,32982370,1013893,33996263,,golmaal again,2042
did iap d io vaikas,265855,,265855,,did iap d io vaikas,2043
deep in my heart,10526,,10526,,deep in my heart,2044
the death of stalin,12393254,8047856,20441110,,the death of stalin,2045
czlowiek z magicznym pudelkiem,,,,,czlowiek z magicznym pudelkiem,2046
dealt,,30414,,,dealt,2047
damat tak m,705049,,705049,,damat tak m,2048
everyday hero,73772,,73772,,everyday hero,2049
code geass lelouch of the rebellion movie 1,639846,,639846,,code geass lelouch of the rebellion movie 1,2050
cinema live carmen on the lake,5691,,5691,,cinema live carmen on the lake,2051
brutti e cattivi,573695,,573695,,brutti e cattivi,2052
bolshoi ballet le corsaire,117284,,117284,,bolshoi ballet le corsaire,2053
b l k,731767,,731767,,b l k,2054
butterfly cemetery,492189,,492189,,butterfly cemetery,2055
bad day for the cut,1509,,1509,,bad day for the cut,2056
bajke i,1182335,,1182335,,bajke i,2057
the ballad of shirley collins,25484,,25484,,the ballad of shirley collins,2058
anida y el circo flotante,4264,,4264,,anida y el circo flotante,2059
desingle bible,8940,,8940,,desingle bible,2060
the bachelors,102304,,102304,,the bachelors,2061
come and find me,4052,,4052,,come and find me,2062
chaar sahibzaade 2 rise of banda singh bahadur,580554,700723,1281277,,chaar sahibzaade 2 rise of banda singh bahadur,2063
the bride with painted skin,645256,,645256,,the bride with painted skin,2064
bremen town robbers,615277,,615277,,bremen town robbers,2065
el ca do del cielo,1514,,1514,,el ca do del cielo,2066
benim ad m feridun,646617,,646617,,benim ad m feridun,2067
australian ballet cinderella,24582,,24582,,australian ballet cinderella,2068
como una novia sin sexo,4314,,4314,,como una novia sin sexo,2069
bollywood made in spain,2160,,2160,,bollywood made in spain,2070
achcham yenbadhu madamaiyada,113290,,113290,,achcham yenbadhu madamaiyada,2071
anomalous,8462,,8462,,anomalous,2072
100 streets,307,,307,,100 streets,2073
almost christmas,428321,42065185,42493506,17000000,almost christmas,2074
ltima carta desde la revoluci n,,,,,ltima carta desde la revoluci n,2075
yourself and yours,166089,,166089,,yourself and yours,2076
poor rich dad,831655,,831655,,poor rich dad,2077
the anthropologist,,,,,the anthropologist,2078
macho,1551052,,1551052,,macho,2079
fai bei sogni,1882413,,1882413,,fai bei sogni,2080
je ja ok han heum 2 je ja do,56062,,56062,,je ja ok han heum 2 je ja do,2081
el,,,,,el,2082
tumbbad,,,,,tumbbad,2083
tudo por um pop star,3960475,,3960475,,tudo por um pop star,2084
uchu no ho reimei hen,5937936,,5937936,,uchu no ho reimei hen,2085
tie jagu ra,3334,,3334,,tie jagu ra,2086
te juro que yo no fui,1247627,,1247627,,te juro que yo no fui,2087
ma famille t adore d j,3947091,,3947091,,ma famille t adore d j,2088
suspiria,4539820,2483472,7023292,20000000,suspiria,2089
superjuffie,2370537,,2370537,,superjuffie,2090
they shall not grow old,3021370,17956913,20978283,,they shall not grow old,2091
son of manjeet singh,40680,,40680,,son of manjeet singh,2092
stella s last weekend,,4215,,,stella s last weekend,2093
la sombra de la ley,1615031,,1615031,,la sombra de la ley,2094
rosie,179147,6839,185986,,rosie,2095
sadie,,,,,sadie,2096
royal opera house mayerling,495114,,495114,,royal opera house mayerling,2097
qu puede pasar,10602,,10602,,qu puede pasar,2098
sink,3186,,3186,,sink,2099
pili,441,,441,,pili,2100
rafa l,63312,,63312,,rafa l,2101
one less god,14251,,14251,,one less god,2102
nichinichi kore k jitsu,9572288,,9572288,,nichinichi kore k jitsu,2103
o caderno negro,11017,,11017,,o caderno negro,2104
aida s secrets,,98468,,,aida s secrets,2105
ach spij kochanie,539932,,539932,,ach spij kochanie,2106
the oath,2389,401464,403853,,the oath,2107
access all areas,1346,,1346,,access all areas,2108
odindenleta,3356,,3356,,odindenleta,2109
1804 the hidden history of haiti,,,,,1804 the hidden history of haiti,2110
aala kaf ifrit,145569,7263,152832,,aala kaf ifrit,2111
daejang kimchangsu,2689769,,2689769,,daejang kimchangsu,2112
buradeo,10910056,,10910056,,buradeo,2113
gaeul ucheguk,19109,,19109,,gaeul ucheguk,2114
uchuu senkan yamato 2202 chapter 1,417770,,417770,,uchuu senkan yamato 2202 chapter 1,2115
what if it works,16313,,16313,,what if it works,2116
mify,903997,,903997,,mify,2117
ta,3154,,3154,,ta,2118
wonder,179446086,132422809,311868895,20000000,wonder,2119
thy father s chair,,,,,thy father s chair,2120
swing away,,,,,swing away,2121
wasted the story of food waste,9520,25865,35385,,wasted the story of food waste,2122
surviving peace,,,,,surviving peace,2123
sinterklaas het gouden hoefijzer,1325017,,1325017,,sinterklaas het gouden hoefijzer,2124
spievankovo a kr ovn harm nia,510050,,510050,,spievankovo a kr ovn harm nia,2125
the soviet revolution told through its cinema,1551,,1551,,the soviet revolution told through its cinema,2126
sweet country,2205989,85556,2291545,4000000,sweet country,2127
shi ba dong cun,16444489,,16444489,,shi ba dong cun,2128
derni res nouvelles du cosmos,,,,,derni res nouvelles du cosmos,2129
che vuoi che sia,1728954,,1728954,,che vuoi che sia,2130
billy lynn s long halftime walk,28491925,1738477,30230402,40000000,billy lynn s long halftime walk,2131
yeon ae dam,178812,,178812,,yeon ae dam,2132
za niebieskimi drzwiami,322593,,322593,,za niebieskimi drzwiami,2133
xiao lin zu qiu,123459,,123459,,xiao lin zu qiu,2134
you ve been trumped too,6629,,6629,,you ve been trumped too,2135
willkommen bei den hartmanns,28023741,,28023741,,willkommen bei den hartmanns,2136
vzlomat blogerov,120507,,120507,,vzlomat blogerov,2137
se ora haidi,8468,,8468,,se ora haidi,2138
,1465048,,1465048,,,1191
,1465048,,1465048,,,2878
what happened last night,,9244,,,what happened last night,2139
arrival,102317164,100546139,202863303,47000000,arrival,2140
stagecoach the texas jack story,,,,2000000,stagecoach the texas jack story,2141
sheng xian sheng de hua er,89372,,89372,,sheng xian sheng de hua er,2142
a street cat named bob,17299990,82703,17382693,8000000,a street cat named bob,2143
see saw,68042,,68042,,see saw,2144
rupture,14866,,14866,,rupture,2145
revolution new art for a new world,21350,,21350,,revolution new art for a new world,2146
poh dky pro emu,456373,,456373,,poh dky pro emu,2147
r parer les vivants,2195364,3176,2198540,,r parer les vivants,2148
the shadow,41139,,41139,,the shadow,2149
pulimurugan,136353,,136353,,pulimurugan,2150
ni t ni yo,432691,,432691,,ni t ni yo,2151
pojkarna,2568,,2568,,pojkarna,2152
medvedi kamchatki nachalo zhizni,122576,,122576,,medvedi kamchatki nachalo zhizni,2153
make me up,8660,,8660,,make me up,2154
marilyn,7291,,7291,,marilyn,2155
pettersson und findus 2 das sch nste weihnachten berhaupt,3601448,,3601448,,pettersson und findus 2 das sch nste weihnachten berhaupt,2156
kinky,,,,,kinky,2157
lucha de gigantes,181,,181,,lucha de gigantes,2158
the kindergarten teacher,552188,,552188,2400000,the kindergarten teacher,2159
jane and emma,,380017,,,jane and emma,2160
in like flynn,43922,,43922,,in like flynn,2161
the importance of being earnest,492771,,492771,,the importance of being earnest,2162
look away,806783,,806783,,look away,2163
in echo park,,7072,,,in echo park,2164
helicopter eela,50881,71971,122852,,helicopter eela,2165
h lm nuori syd n,,,,,h lm nuori syd n,2166
hasta que me desates,701,,701,,hasta que me desates,2167
gosnell the trial of america s biggest serial killer,,3679893,,,gosnell the trial of america s biggest serial killer,2168
gofmaniada,32804,,32804,,gofmaniada,2169
galveston,190320,,190320,,galveston,2170
dilili paris,5138843,,5138843,,dilili paris,2171
cliff richard live 60th anniversary tour,1685891,,1685891,,cliff richard live 60th anniversary tour,2172
en peligro,493,,493,,en peligro,2173
san bian,1689967,,1689967,,san bian,2174
revolting rhymes part one and two,277613,,277613,,revolting rhymes part one and two,2175
familia sumergida,11565,,11565,,familia sumergida,2176
the ritual,1786396,,1786396,,the ritual,2177
ranchi diaries,112852,,112852,,ranchi diaries,2178
rodnye,3321,,3321,,rodnye,2179
qing yu man ha dun,2022609,,2022609,,qing yu man ha dun,2180
raju gari gadhi 2,30876,,30876,,raju gari gadhi 2,2181
los perros,73851,,73851,,los perros,2182
professor marston the wonder women,323063,1585362,1908425,,professor marston the wonder women,2183
professor marston the wonder women,323063,1585362,1908425,,professor marston the wonder women,32247
professor marston the wonder women,323063,1585362,1908425,,professor marston the wonder women,34091
oxidan,15323,,15323,,oxidan,2184
my godmother,42388,,42388,,my godmother,2185
monogamish,,,,,monogamish,2186
num ro une,1173294,,1173294,,num ro une,2187
mi mam lora,1661,,1661,,mi mam lora,2188
met opera die zauberflote,344348,,344348,,met opera die zauberflote,2189
me iar,84387,,84387,,me iar,2190
parava,10031,,10031,,parava,2191
mater,5519,,5519,,mater,2192
the lost tree,,,,,the lost tree,2193
marshall,65157,10051659,10116816,12000000,marshall,2194
the man from earth holocene,,,,,the man from earth holocene,2195
peter and the farm,,18123,,,peter and the farm,2196
off the rails,,34249,,,off the rails,2197
matar a jes s,1012,,1012,,matar a jes s,2198
m f a,,,,,m f a,2199
oboreru naifu,5895838,,5895838,,oboreru naifu,2200
non si ruba a casa dei ladri,2359647,,2359647,,non si ruba a casa dei ladri,2201
la mort de louis xiv,166067,43635,209702,,la mort de louis xiv,2202
nocturnal animals,21735324,10663357,32398681,22500000,nocturnal animals,2203
the perfect weapon,,,,,the perfect weapon,2204
mumford sons live from south africa dust thunder,11308,,11308,,mumford sons live from south africa dust thunder,2205
looking for the holy land,95549,,95549,,looking for the holy land,2206
making family,977337,,977337,,making family,2207
loving,5187830,7710234,12898064,9000000,loving,2208
jestem morderca,578768,,578768,,jestem morderca,2209
the ivory game,105,,105,,the ivory game,2210
km31 2,1816401,,1816401,,km31 2,2211
kid kulafu,131,,131,,kid kulafu,2212
kong bu bi ji,331519,,331519,,kong bu bi ji,2213
hi jack,3996,,3996,,hi jack,2214
la historia de jan,26887,,26887,,la historia de jan,2215
hide and seek,10315084,,10315084,,hide and seek,2216
ginga kikoutai majestic prince movie kakusei no idenshi,,,,,ginga kikoutai majestic prince movie kakusei no idenshi,2217
gui zhou,4292,,4292,,gui zhou,2218
istochnik,9134,,9134,,istochnik,2219
feeling lucky,219,,219,,feeling lucky,2220
la boh me on sydney harbour,29408,,29408,,la boh me on sydney harbour,2221
bigger,3811,46382,50193,,bigger,2222
charm city,,29335,,,charm city,2223
better start running,,,,,better start running,2224
beautiful boy,5679795,7634767,13314562,25000000,beautiful boy,2225
ashes in the snow,1558395,,1558395,,ashes in the snow,2226
