year,release_date,title,genre,international_box_office,production_budget,Movie_ID
2021,March 18th,raffaello il genio sensible,Documentary,"16848,00",,29576
2021,July 30th,sniegu juz nigdy nie bedzie,Comedy,"158549,00",,29577
2021,March 18th,the pinkies are back,Documentary,"30385,00",,29578
2021,March 18th,palma,Drama,"5456162,00",,29579
2021,March 18th,paiteo,Drama,"41389,00",,29580
2021,March 18th,hajnali l z,Drama,"2702,00",,29581
2021,March 18th,freakscene the story of dinosaur jr,Documentary,"3249,00",,29582
2021,March 18th,jeongmal meon geot,Drama,"72139,00",,29583
2021,March 19th,ironbark,Thriller/Suspense,"14242256,00",,29584
2021,March 18th,the darker side of paradise,Drama,,,29585
2021,March 18th,atomkraft forever,Documentary,,,29586
2021,March 18th,da shi,Drama,"1400000,00",,29587
2021,March 18th,asurado,Action,"18087,00",,29588
2021,March 18th,chaavu kaburu challaga,Comedy,"8991,00",,29589
2021,March 18th,ainbo spirit of the amazon,Adventure,"10494475,00",,29590
2021,March 13th,ye shou,Thriller/Suspense,"410000,00",,29591
2021,March 12th,mendian hil hirian hil,Documentary,"3009,00",,29592
2021,March 12th,long weekend,Romantic Comedy,,,29593
2021,March 12th,kazdy ma swoje lato,Drama,"21771,00",,29594
2021,March 12th,honeydew,Horror,,,29595
2021,March 12th,lamb of god the concert film,Concert/Performance,,,29596
2021,March 12th,dutch,Thriller/Suspense,,,29597
2021,March 12th,here we are,Drama,"60869,00",,29598
2021,March 12th,les dues nits d ahir,Drama,"12874,00",,29599
2021,March 12th,death of a ladies man,Drama,"169381,00",,29600
2021,March 12th,come true,Horror,"8286,00",,29601
2021,March 12th,brave gunjyo senki,Adventure,"5677186,00",,29602
2021,March 26th,way down,Action,"8462332,00",,29603
2021,August 27th,tides,Thriller/Suspense,"147525,00",,29604
2021,March 11th,sreekaram,Drama,"60964,00",,29605
2021,March 11th,roohi,Comedy,"165756,00",,29606
2021,March 11th,phil liggett the voice of cycling,Documentary,"50305,00",,29607
2021,March 11th,the priest,Horror,"110021,00",,29608
2021,March 12th,jathi ratnalu,Comedy,"261148,00",,29609
2021,March 11th,mit eigenen augen,Documentary,,,29610
2021,March 11th,juega conmigo,Horror,"1753877,00",,29611
2021,March 12th,still life in lodz,Documentary,,,29612
2021,March 11th,gaali sampath,Drama,"4581,00",,29613
2021,March 11th,nos ili zagovor netakikh,,"26993,00",,29614
2021,March 11th,girls can t surf,Documentary,"502147,00",,29615
2021,March 11th,cosmic sin,Action,"301211,00",,29616
2021,March 11th,everest naj a ia cesta,Documentary,"2051,00",,29617
2021,March 10th,reel rock 15,Documentary,"57943,00",,29618
2021,March 10th,special couple,Drama,"1610000,00",,29619
2021,April 16th,vanquish,Action,"62673,00",,29620
2021,March 8th,shin evangelion gekij ban,Action,"92246216,00",,29621
2021,June 4th,spirit untamed,Adventure,"24597037,00","30000000,00",29622
2021,June 4th,the conjuring the devil made me do it,Horror,"134640795,00","40000000,00",29623
2021,June 4th,the conjuring the devil made me do it,Horror,"134640795,00","40000000,00",32796
2021,March 6th,bu yao xian sheng yu hao de nu shi,Drama,"90000,00",,29624
2021,March 5th,taiyo wa ugokanai,Drama,"1300000,00",,29625
2021,March 7th,fantasmas do imp rio,Documentary,"2088,00",,29626
2021,March 6th,against all waves,Drama,"40000,00",,29627
2021,March 5th,sheng si xia yi miao,Action,"60000,00",,29628
2021,March 5th,she was the deputy s wife,Western,,,29629
2021,February 2nd,poly styrene i am a clich,Documentary,"5385,00",,29630
2021,March 5th,sabbatical,,,,29631
2021,March 5th,lost course,Documentary,,,29632
2021,March 5th,il pleuvait des oiseaux,Drama,"119072,00",,29633
2021,March 5th,gustav stickley american craftsman,Documentary,,,29634
2021,March 5th,no place,Action,,,29635
2021,March 5th,the devil below,Horror,"154712,00",,29636
2021,March 5th,the canyonlands,Horror,,,29637
2021,March 5th,son,Horror,"29339,00",,29638
2021,March 4th,yes madam new lady enforcers,Action,"2213,00",,29639
2021,March 4th,el viaje extraordinario de celeste garc a,Comedy,,,29640
2021,March 4th,ufo seukechi,Documentary,"2457,00",,29641
2021,March 4th,the taganok squad,Drama,"15021,00",,29642
2021,March 4th,shaadi mubarak,Romantic Comedy,"638,00",,29643
2021,March 4th,trash 2 dash,Documentary,"5333,00",,29644
2021,March 4th,rashn south,Comedy,"969336,00",,29645
2021,March 5th,boogie,Drama,"12403,00",,29646
2021,March 4th,power play,Thriller/Suspense,"311,00",,29647
2021,March 4th,ocean film festival world tour 2020,Documentary,"165599,00",,29648
2021,March 4th,prisoner 760,Thriller/Suspense,,,29649
2021,March 4th,masters of the universe,Action,,,29650
2021,March 4th,die pfefferk rner und der schatz der tiefsee,Action,,,29651
2021,March 4th,cuo ai mi zong,Thriller/Suspense,"780000,00",,29652
2021,March 4th,freistaat mittelpunkt,Documentary,,,29653
2021,March 4th,meolligajimara,Drama,"6415,00",,29654
2021,March 4th,couple from the future,Comedy,"8465914,00",,29655
2021,March 4th,cousins,Drama,"1290997,00",,29656
2021,March 4th,belyy sneg,Drama,"831698,00",,29657
2021,March 4th,bambit,Drama,"6492,00",,29658
2021,March 4th,a,Thriller/Suspense,"64,00",,29659
2021,March 4th,anbirkiniyal,Drama,"183,00",,29660
2021,March 4th,anything for jackson,Horror,"293718,00",,29661
2021,March 3rd,xiangjiang river 1934 born to death,Adventure,"30000,00",,29662
2021,March 2nd,sophie jones,Drama,,,29663
2021,February 28th,swan lake and the ugly duckling,,"520000,00",,29664
2021,February 26th,the united states vs billie holiday,Drama,"1135988,00",,29665
2021,February 26th,the united states vs billie holiday,Drama,"1135988,00",,33193
2021,March 5th,raya and the last dragon,Adventure,"61959873,00",,29666
2021,February 26th,tyger tyger,Western,,,29667
2021,2022 (Canceled) by,el olvido que seremos,Drama,"995413,00",,29668
2021,February 26th,safer at home,Thriller/Suspense,,,29669
2021,February 26th,the obituary of tunde johnson,Drama,,,29670
2021,March 3rd,lan se de ka bu ji nuo,Drama,"400000,00",,29671
2021,February 26th,my zoe,Thriller/Suspense,"8491,00",,29672
2021,February 26th,the independents,Drama,,,29673
2021,February 26th,non dago mikel,Documentary,"93433,00",,29674
2021,February 26th,berliner,Comedy,"2655,00",,29675
2021,February 26th,batya,Comedy,"8394773,00",,29676
2021,February 26th,astrid,Documentary,"1752,00",,29677
2021,February 26th,ad sof haolam,Documentary,,,29678
2021,February 26th,billie eilish the world s a little blurry,Documentary,"139,00",,29679
2021,February 25th,die wache,Documentary,,,29680
2021,February 25th,pugalo,Drama,"153514,00",,29681
2021,February 25th,opera di roma the barber of seville,Concert/Performance,"5935,00",,29682
2021,February 25th,mult v kino vypusk no 123,Adventure,"62588,00",,29683
2021,February 25th,mick fleetwood and friends,Concert/Performance,"193903,00",,29684
2021,February 25th,helene,Drama,"19831,00",,29685
2021,February 25th,tu me manques,Drama,,,29686
2021,February 25th,gura betoben,Drama,"17974,00",,29687
2021,February 25th,check,Action,"50911,00",,29688
2021,February 25th,farewell to poverty,Drama,"2050000,00",,29689
2021,February 25th,bis wir tot sind oder frei,Drama,"5827,00",,29690
2021,February 25th,botticelli florence and the medici,Documentary,"75634,00",,29691
2021,February 25th,gasmann,Black Comedy,,,29692
2021,February 25th,best erotic shorts,Drama,"24830,00",,29693
2021,February 25th,american desert,Drama,"238,00",,29694
2021,February 24th,jeongbeureueui dongmulilgi,Documentary,"8281,00",,29695
2021,February 24th,haheubsu romaenseu,Drama,"5225,00",,29696
2021,February 24th,irheobeorin eolgul 1895,Musical,"121079,00",,29697
2021,February 24th,gobaek,Drama,"203249,00",,29698
2021,February 21st,adverse,Thriller/Suspense,,,29699
2021,February 19th,the violent heart,Thriller/Suspense,,,29700
2021,February 21st,der boandlkramer und die ewige liebe,Comedy,,,29701
2021,February 19th,truth to power,Documentary,,,29702
2021,April 15th,to olivia,Drama,,,29703
2021,February 19th,spasite kolyu,Comedy,"814115,00",,29704
2021,February 19th,test pattern,Thriller/Suspense,,,29705
2021,February 25th,ninnila ninnila,Romantic Comedy,,,29706
2021,May 14th,retf rdighedens ryttere,Comedy,"1201799,00","6400000,00",29707
2021,February 19th,silk road,Thriller/Suspense,"138565,00",,29708
2021,February 19th,elbow grease,Comedy,,,29709
2021,February 19th,body brokers,Thriller/Suspense,"6634,00",,29710
2021,February 19th,angelique s isle,Thriller/Suspense,,,29711
2021,February 19th,ku ng w p i 3,Drama,"256038,00",,29712
2021,February 19th,anne at 13 000 ft,Drama,,,29713
2021,February 19th,14 jours 12 nuits,Drama,"77208,00",,29714
2021,February 19th,17 blocks,Documentary,,,29715
2021,March 5th,the truffle hunters,Documentary,"1020742,00",,29716
2021,February 18th,l tranger du plage,Drama,"45607,00",,29717
2021,February 18th,konyek gorbunok,Adventure,"18959116,00",,29718
2021,February 18th,la scala gala di ballo,Concert/Performance,"6237,00",,29719
2021,February 18th,ganiyeok,Drama,"23619,00",,29720
2021,February 18th,firestarter,Documentary,"164389,00",,29721
2021,February 18th,tuesdays and fridays,Romantic Comedy,"6390,00",,29722
2021,February 18th,homo communis,Documentary,,,29723
2021,February 19th,days of the bagnold summer,Comedy,"200382,00",,29724
2021,February 18th,boss level,Thriller/Suspense,"1988846,00",,29725
2021,February 18th,bichgwa cheol,Drama,"73847,00",,29726
2021,December 3rd,ahava zot lo hayta,Documentary,"16721,00",,29727
2021,February 18th,c l e a n,Horror,,,29728
2021,February 17th,misyeon paseobeul,Action,"3628031,00",,29729
2021,February 17th,deobeulpaeti,Drama,"116264,00",,29730
2021,February 14th,cheers,Comedy,"2330000,00",,29731
2021,February 14th,la maria,Action,,,29732
2021,February 12th,young hearts,Drama,,,29733
2021,February 14th,a bad influence,Drama,,,29734
2021,February 12th,xquipi guie dani,Drama,"6957,00",,29735
2021,February 17th,pure land,Drama,"700000,00",,29736
2021,February 12th,the world to come,Drama,"89799,00",,29737
2021,February 12th,willy s wonderland,Horror,,,29738
2021,February 26th,tom and jerry,Adventure,"86009297,00","50000000,00",29739
2021,February 12th,weekenders,Romantic Comedy,,,29740
2021,April 9th,slalom,Drama,"554423,00",,29741
2021,February 12th,meltdown,Documentary,,,29742
2021,February 12th,pelle svansl s,Adventure,"67044,00",,29743
2021,February 18th,ren chao xiong yong,Drama,"117734102,00",,29744
2021,February 12th,ni hao li huan ying,Drama,"841674419,00",,29745
2021,February 18th,chakra,Action,"14587,00",,29746
2021,February 12th,leona,Drama,,,29747
2021,February 12th,the mauritanian,Drama,"6056082,00",,29748
2021,February 12th,land,Drama,"592245,00",,29749
2021,February 12th,the incredible 25th year of mitzi bearclaw,Comedy,,,29750
2021,February 12th,judas and the black messiah,Drama,"1580271,00","26000000,00",29751
2021,February 12th,i care a lot,Thriller/Suspense,"1154104,00",,29752
2021,February 12th,godot,Drama,"27,00",,29753
2021,February 12th,lapsis,Drama,"74053,00",,29754
2021,February 12th,anton,Drama,"25397,00",,29755
2021,February 12th,french exit,Comedy,"815612,00",,29756
2021,February 12th,fear of rain,Thriller/Suspense,"2816,00",,29757
2021,2021 (Canceled) by,extinct,Adventure,"12629708,00",,29758
2021,February 11th,unsound,Drama,"13321,00",,29759
2021,February 11th,subarashiki sekai,Drama,"2487311,00",,29760
2021,February 11th,songgain deo deurama,Documentary,"148452,00",,29761
2021,February 11th,privorot chernoe venchanie,Horror,"519013,00",,29762
2021,February 11th,uppena,Drama,"88444,00",,29763
2021,February 11th,parris jeyaraj,Drama,"1292,00",,29764
2021,February 18th,bor mi vanh chark,Thriller/Suspense,,,29765
2021,February 11th,das perfekte schwarz,Documentary,,,29766
2021,February 11th,der nackte k nig 18 fragmente ber revolution,Documentary,,,29767
2021,February 11th,long story short,Romantic Comedy,"638815,00",,29768
2021,February 11th,gekij ban bish jo senshi s r m n et naru part 2,Action,,,29769
2021,February 11th,birth time the documentary,Documentary,"295028,00",,29770
2021,February 11th,detective conan the scarlet alibi,,"4692311,00",,29771
2021,February 10th,suk suk,Drama,,,29772
2021,February 10th,yongrugak2sindeuleui bam,Action,"9326,00",,29773
2021,February 10th,saehaejeonya,Romantic Comedy,"1368690,00",,29774
2021,December 3rd,benedetta,Drama,"3589252,00",,29775
2021,September 24th,spr va,Drama,"413603,00",,29776
2021,February 8th,take off your shoes,Documentary,,,29777
2021,February 5th,son of the south,Drama,"48545,00",,29778
2021,February 11th,irr versible inversion int grale,Drama,,,29779
2021,February 5th,shan lu shi bai wan,Drama,"760000,00",,29780
2021,February 5th,the right one,Romantic Comedy,,,29781
2021,February 5th,the mimic,Comedy,,,29782
2021,February 5th,pvt chat,Thriller/Suspense,,,29783
2021,February 5th,jukai mura,Horror,"4248586,00",,29784
2021,February 5th,a glitch in the matrix,Documentary,,,29785
2021,February 5th,dara iz jasenovca,Drama,,,29786
2021,September 10th,the capote tapes,Documentary,,,29787
2021,February 4th,zombie reddy,Action,"12775,00",,29788
2021,February 4th,undercover standup,Comedy,"418302,00",,29789
2021,February 4th,wild things,Documentary,,,29790
2021,October 29th,tales from sanctuary city daisy quokka world s scariest animal,Adventure,"172625,00",,29791
2021,February 4th,la scala see the stars again,Concert/Performance,"9752,00",,29792
2021,February 4th,zhuo shui piao lu,Drama,"725220,00",,29793
2021,February 4th,r rangi,Drama,"14340,00",,29794
2021,February 4th,ogoniok ognivo,Adventure,"310076,00",,29795
2021,February 4th,the north wind,Drama,"1182871,00",,29796
2021,February 4th,radio silence,Documentary,,,29797
2021,February 4th,ein nasser hund,Drama,,,29798
2021,February 4th,middonaito basu,Drama,"2198,00",,29799
2021,February 4th,die letzte stadt,Drama,,,29800
2021,July 23rd,mandibules,Comedy,"2024176,00",,29801
2021,February 4th,kindertransports to sweden,Documentary,,,29802
2021,February 4th,kto nibud videl moyu devchonku,Drama,"223421,00",,29803
2021,February 4th,kalathil santhippom,Drama,"1794,00",,29804
2021,February 3rd,seuteureseu jero,Action,"56534,00",,29805
2021,February 4th,come in large numbers,Comedy,"34553,00",,29806
2021,February 3rd,oskars kleid,Comedy,,,29807
2021,February 3rd,hunted,Thriller/Suspense,"6391,00",,29808
2021,February 3rd,i ane oegyeini ittda,Comedy,"25614,00",,29809
2021,February 4th,per il tuo bene,Comedy,"11902,00",,29810
2021,February 3rd,i ll meet you there,Drama,,,29811
2021,February 2nd,virgen de san juan,Drama,,,29812
2021,February 2nd,balloon man,Documentary,,,29813
2021,March 5th,chaos walking,Action,"13787752,00","100000000,00",29814
2021,January 31st,todd,Thriller/Suspense,,,29815
2021,February 6th,new gods nezha reborn,Adventure,"70071040,00",,29816
2021,January 30th,beach side life,Musical,,,29817
2021,January 29th,yi qing gao shou,Romantic Comedy,"220000,00",,29818
2021,January 29th,tomato red,Thriller/Suspense,,,29819
2021,January 30th,the man on the other side,Thriller/Suspense,,,29820
2021,January 29th,survival box,Thriller/Suspense,,,29821
2021,February 3rd,ya to majo,Adventure,"552333,00",,29822
2021,January 14th,a nuvem rosa,Drama,"14989,00",,29823
2021,January 29th,the night,Thriller/Suspense,,,29824
2021,January 29th,maragall i la lluna,Documentary,"15420,00",,29825
2021,January 29th,the reunited states,Documentary,,,29826
2021,January 29th,the mad hatter,Horror,,,29827
2021,January 29th,kung fu girl,Action,"40000,00",,29828
2021,January 29th,haymaker,Action,,,29829
2021,January 29th,i fell in love like a flower bouquet,Drama,"48280036,00",,29830
2021,January 29th,la funeraria,Horror,"289879,00",,29831
2021,January 29th,nomadland,Drama,"36818715,00","5000000,00",29832
2021,January 29th,the aerialist,Drama,,,29833
2021,January 28th,zoya,Drama,"1054355,00",,29834
2021,January 29th,b keid,Drama,"445,00",,29835
2021,January 28th,w ji n x ng zh zh sh ng d qi n x ng,Action,"36212,00",,29836
2021,January 28th,the redeemers,Action,"16025,00",,29837
2021,January 28th,walchensee forever,Documentary,,,29838
2021,January 28th,naneun nareul haegohaji anhneunda,Drama,"124210,00",,29839
2021,January 28th,occupation rainfall,Action,"354670,00",,29840
2021,January 28th,mult vs kino vypusk no 122,Adventure,"84974,00",,29841
2021,January 28th,khara khaar,Drama,"85596,00",,29842
2021,January 28th,korporatsiya ad libitum,Thriller/Suspense,"20746,00",,29843
2021,January 28th,kabadadaari,Thriller/Suspense,"1036,00",,29844
2021,January 28th,how to fall in love in 30 days,Romantic Comedy,"6153,00",,29845
2021,January 29th,the little things,Thriller/Suspense,"14392476,00","30000000,00",29846
2021,February 12th,breaking news in yuba county,Drama,"122945,00",,29847
2021,January 28th,geimeui beopchik ingansanyang,Thriller/Suspense,"2692,00",,29848
2021,January 27th,sejamae,Drama,"606648,00",,29849
2021,January 27th,toisoljyeoseu kajjasanai 2 deokeompeulliteu,Documentary,"97349,00",,29850
2021,January 28th,gwangyeeui ganadae ittneun urineun,Drama,"21303,00",,29851
2021,January 28th,30 rojullo preminchadam ela,Drama,"6139,00",,29852
2021,January 24th,the reunions,Drama,"2090000,00",,29853
2021,January 27th,kurenai no sh gakuryok,Adventure,"480043,00",,29854
2021,January 24th,art on screen fellini of the spirits,Documentary,"10948,00",,29855
2021,January 22nd,you will die at 20,Drama,"3431,00",,29856
2021,January 25th,tang ren jie tan an 3,Action,"699084069,00","117000000,00",29857
2021,January 22nd,undtagelsen,Thriller/Suspense,,,29858
2021,January 22nd,starting station,Drama,"510000,00",,29859
2021,January 22nd,um tio quase perfeito 2,Comedy,"180607,00",,29860
2021,January 22nd,no man s land,Western,"14465,00",,18663
2021,January 22nd,no man s land,Western,"14465,00",,29861
2021,March 5th,quo vadis aida,Drama,"602674,00",,29862
2021,March 5th,quo vadis aida,Drama,"602674,00",,32273
2021,January 22nd,matky,Comedy,"2317603,00",,29863
2021,January 22nd,una luz en la oscuridad,Documentary,"817,00",,29864
